carparkID,processing-time,slotOccupancy
1,1583578800,100
1,1583578800,118
1,1583578800,102
1,1583578800,105
1,1583578800,102
1,1583578800,118
1,1583578800,100
1,1583578800,112
1,1583578800,110
1,1583578800,99
1,1585652400,108
1,1585652400,106
1,1585652400,113
1,1585652400,107
1,1585652400,101
1,1585652400,103
1,1585652400,106
1,1585652400,106
1,1585652400,96
1,1585652400,112
1,1585652400,108
1,1587816000,111
1,1587816000,104
1,1587816000,107
1,1587816000,120
1,1587816000,111
1,1587816000,112
1,1587816000,107
1,1587816000,104
1,1587816000,106
1,1587816000,99
1,1587816000,106
1,1583146800,108
1,1583146800,102
1,1583146800,104
1,1583146800,94
1,1583146800,113
1,1583146800,104
1,1583146800,117
1,1583146800,112
1,1583146800,97
1,1583146800,100
1,1583146800,109
1,1585911600,111
1,1585911600,105
1,1585911600,99
1,1585911600,107
1,1585911600,107
1,1585911600,108
1,1585911600,107
1,1585911600,105
1,1585911600,109
1,1585911600,95
1,1585911600,110
1,1587729600,107
1,1587729600,96
1,1587729600,102
1,1587729600,112
1,1587729600,109
1,1587729600,102
1,1587729600,108
1,1587729600,103
1,1587729600,97
1,1587729600,111
1,1587729600,103
1,1583924400,100
1,1583924400,99
1,1583924400,104
1,1583924400,111
1,1583924400,104
1,1583924400,108
1,1583924400,97
1,1583924400,103
1,1583924400,108
1,1583924400,112
1,1583924400,107
1,1587816000,109
1,1587816000,106
1,1587816000,103
1,1587816000,95
1,1587816000,106
1,1587816000,110
1,1587816000,106
1,1587816000,107
1,1587816000,96
1,1587816000,110
1,1587816000,117
1,1583578800,96
1,1583578800,108
1,1583578800,99
1,1583578800,102
1,1583578800,100
1,1583578800,111
1,1583578800,111
1,1583578800,109
1,1583578800,107
1,1583578800,105
1,1583578800,117
1,1583665200,112
1,1583665200,111
1,1583665200,113
1,1583665200,100
1,1583665200,103
1,1583665200,108
1,1583665200,98
1,1583665200,110
1,1583665200,99
1,1583665200,106
1,1583665200,102
1,1583319600,100
1,1583319600,100
1,1583319600,103
1,1583319600,107
1,1583319600,92
1,1583319600,108
1,1583319600,105
1,1583319600,94
1,1583319600,100
1,1583319600,116
1,1583319600,110
1,1583406000,99
1,1583406000,101
1,1583406000,106
1,1583406000,111
1,1583406000,104
1,1583406000,109
1,1583406000,100
1,1583406000,101
1,1583406000,112
1,1583406000,110
1,1583406000,94
1,1585047600,103
1,1585047600,102
1,1585047600,118
1,1585047600,105
1,1585047600,104
1,1585047600,106
1,1585047600,104
1,1585047600,96
1,1585047600,105
1,1585047600,98
1,1585047600,109
1,1585825200,120
1,1585825200,95
1,1585825200,108
1,1585825200,103
1,1585825200,104
1,1585825200,96
1,1585825200,109
1,1585825200,108
1,1585825200,111
1,1585825200,117
1,1585825200,103
1,1583924400,115
1,1583924400,109
1,1583924400,98
1,1583924400,107
1,1583924400,104
1,1583924400,100
1,1583924400,105
1,1583924400,103
1,1583924400,94
1,1583924400,106
1,1583924400,103
1,1583406000,114
1,1583406000,112
1,1583406000,108
1,1583406000,96
1,1583406000,103
1,1583406000,102
1,1583406000,110
1,1583406000,106
1,1583406000,95
1,1583406000,112
1,1583406000,104
1,1583319600,111
1,1583319600,109
1,1583319600,98
1,1583319600,104
1,1583319600,103
1,1583319600,107
1,1583319600,103
1,1583319600,96
1,1583319600,114
1,1583319600,109
1,1583319600,102
1,1583578800,110
1,1583578800,99
1,1583578800,101
1,1583578800,103
1,1583578800,105
1,1583578800,107
1,1583578800,104
1,1583578800,101
1,1583578800,91
1,1583578800,104
1,1583578800,109
1,1587384000,110
1,1587384000,110
1,1587384000,98
1,1587384000,118
1,1587384000,110
1,1587384000,113
1,1587384000,106
1,1587384000,116
1,1587384000,112
1,1587384000,86
1,1587384000,106
1,1583319600,99
1,1583319600,104
1,1583319600,105
1,1583319600,113
1,1583319600,103
1,1583319600,102
1,1583319600,96
1,1583319600,118
1,1583319600,104
1,1583319600,109
1,1583319600,113
1,1587902400,104
1,1587902400,111
1,1587902400,105
1,1587902400,97
1,1587902400,98
1,1587902400,113
1,1587902400,109
1,1587902400,108
1,1587902400,105
1,1587902400,106
1,1587902400,100
1,1585047600,113
1,1585047600,104
1,1585047600,102
1,1585047600,118
1,1585047600,104
1,1585047600,94
1,1585047600,108
1,1585047600,112
1,1585047600,107
1,1585047600,102
1,1585047600,99
1,1584961200,105
1,1584961200,116
1,1584961200,117
1,1584961200,99
1,1584961200,108
1,1584961200,102
1,1584961200,104
1,1584961200,107
1,1584961200,111
1,1584961200,102
1,1584961200,88
1,1585566000,103
1,1585566000,101
1,1585566000,103
1,1585566000,109
1,1585566000,97
1,1585566000,114
1,1585566000,102
1,1585566000,100
1,1585566000,88
1,1585566000,105
1,1585566000,108
1,1583492400,118
1,1583492400,111
1,1583492400,101
1,1583492400,92
1,1583492400,107
1,1583492400,105
1,1583492400,108
1,1583492400,99
1,1583492400,109
1,1583492400,106
1,1583492400,108
1,1585566000,100
1,1585566000,104
1,1585566000,101
1,1585566000,97
1,1585566000,96
1,1585566000,104
1,1585566000,113
1,1585566000,113
1,1585566000,110
1,1585566000,101
1,1585566000,103
1,1583924400,109
1,1583924400,110
1,1583924400,109
1,1583924400,113
1,1583924400,107
1,1583924400,93
1,1583924400,107
1,1583924400,108
1,1583924400,105
1,1583924400,108
1,1583924400,96
1,1583924400,104
1,1583924400,112
1,1583924400,94
1,1583924400,110
1,1583924400,96
1,1583924400,106
1,1583924400,110
1,1583924400,101
1,1583924400,100
1,1583924400,105
1,1583924400,111
1,1583492400,106
1,1583492400,118
1,1583492400,108
1,1583492400,107
1,1583492400,99
1,1583492400,100
1,1583492400,118
1,1583492400,108
1,1583492400,102
1,1583492400,93
1,1583492400,102
1,1585652400,102
1,1585652400,107
1,1585652400,105
1,1585652400,97
1,1585652400,120
1,1585652400,116
1,1585652400,103
1,1585652400,90
1,1585652400,105
1,1585652400,102
1,1585652400,104
1,1587729600,100
1,1587729600,105
1,1587729600,110
1,1587729600,97
1,1587729600,95
1,1587729600,107
1,1587729600,103
1,1587729600,113
1,1587729600,124
1,1587729600,105
1,1587729600,101
1,1585998000,103
1,1585998000,105
1,1585998000,111
1,1585998000,118
1,1585998000,100
1,1585998000,99
1,1585998000,109
1,1585998000,105
1,1585998000,98
1,1585998000,112
1,1585998000,104
1,1586088000,101
1,1586088000,104
1,1586088000,96
1,1586088000,107
1,1586088000,106
1,1586088000,93
1,1586088000,106
1,1586088000,109
1,1586088000,104
1,1586088000,103
1,1586088000,101
1,1583492400,107
1,1583492400,101
1,1583492400,108
1,1583492400,103
1,1583492400,105
1,1583492400,107
1,1583492400,112
1,1583492400,96
1,1583492400,109
1,1583492400,104
1,1583492400,94
1,1585479600,105
1,1585479600,104
1,1585479600,101
1,1585479600,105
1,1585479600,105
1,1585479600,107
1,1585479600,102
1,1585479600,98
1,1585479600,104
1,1585479600,96
1,1585479600,118
1,1585998000,101
1,1585998000,103
1,1585998000,112
1,1585998000,118
1,1585998000,114
1,1585998000,89
1,1585998000,100
1,1585998000,86
1,1585998000,104
1,1585998000,107
1,1585998000,103
1,1585479600,112
1,1585479600,101
1,1585479600,109
1,1585479600,108
1,1585479600,107
1,1585479600,102
1,1585479600,98
1,1585479600,106
1,1585479600,98
1,1585479600,101
1,1585479600,106
1,1584010800,108
1,1584010800,112
1,1584010800,104
1,1584010800,88
1,1584010800,110
1,1584010800,93
1,1584010800,119
1,1584010800,100
1,1584010800,103
1,1584010800,114
1,1584010800,108
1,1587384000,112
1,1587384000,103
1,1587384000,97
1,1587384000,104
1,1587384000,114
1,1587384000,110
1,1587384000,116
1,1587384000,104
1,1587384000,110
1,1587384000,109
1,1587384000,98
1,1585825200,114
1,1585825200,99
1,1585825200,110
1,1585825200,107
1,1585825200,103
1,1585825200,105
1,1585825200,99
1,1585825200,100
1,1585825200,106
1,1585825200,101
1,1585825200,103
1,1583924400,99
1,1583924400,104
1,1583924400,108
1,1583924400,112
1,1583924400,109
1,1583924400,110
1,1583924400,110
1,1583924400,99
1,1583924400,100
1,1583924400,102
1,1583924400,113
1,1585566000,104
1,1585566000,94
1,1585566000,106
1,1585566000,112
1,1585566000,113
1,1585566000,107
1,1585566000,112
1,1585566000,105
1,1585566000,119
1,1585566000,103
1,1585566000,98
1,1585566000,104
1,1585566000,97
1,1585566000,111
1,1585566000,101
1,1585566000,104
1,1585566000,101
1,1585566000,116
1,1585566000,103
1,1585566000,99
1,1585566000,110
1,1585566000,104
1,1583751600,112
1,1583751600,91
1,1583751600,91
1,1583751600,110
1,1583751600,114
1,1583751600,100
1,1583751600,106
1,1583751600,101
1,1583751600,102
1,1583751600,110
1,1583751600,106
1,1586088000,100
1,1586088000,114
1,1586088000,106
1,1586088000,116
1,1586088000,109
1,1586088000,116
1,1586088000,110
1,1586088000,111
1,1586088000,97
1,1586088000,108
1,1586088000,98
1,1583492400,106
1,1583492400,106
1,1583492400,112
1,1583492400,107
1,1583492400,103
1,1583492400,115
1,1583492400,112
1,1583492400,102
1,1583492400,95
1,1583492400,115
1,1583492400,92
1,1583751600,109
1,1583751600,105
1,1583751600,104
1,1583751600,106
1,1583751600,106
1,1583751600,102
1,1583751600,102
1,1583751600,88
1,1583751600,110
1,1583751600,86
1,1583751600,103
1,1583665200,109
1,1583665200,105
1,1583665200,97
1,1583665200,100
1,1583665200,105
1,1583665200,96
1,1583665200,108
1,1583665200,105
1,1583665200,104
1,1583665200,108
1,1583665200,110
1,1583578800,111
1,1583578800,108
1,1583578800,99
1,1583578800,101
1,1583578800,105
1,1583578800,102
1,1583578800,93
1,1583578800,101
1,1583578800,103
1,1583578800,106
1,1583578800,100
1,1584961200,102
1,1584961200,111
1,1584961200,110
1,1584961200,100
1,1584961200,103
1,1584961200,111
1,1584961200,99
1,1584961200,102
1,1584961200,111
1,1584961200,95
1,1584961200,111
1,1587556800,111
1,1587556800,108
1,1587556800,100
1,1587556800,92
1,1587556800,104
1,1587556800,109
1,1587556800,99
1,1587556800,100
1,1587556800,111
1,1587556800,100
1,1587556800,102
1,1583751600,102
1,1583751600,106
1,1583751600,108
1,1583751600,106
1,1583751600,99
1,1583751600,110
1,1583751600,104
1,1583751600,114
1,1583751600,102
1,1583751600,106
1,1583751600,99
1,1585911600,103
1,1585911600,110
1,1585911600,109
1,1585911600,104
1,1585911600,101
1,1585911600,95
1,1585911600,117
1,1585911600,108
1,1585911600,112
1,1585911600,105
1,1585911600,90
1,1585566000,99
1,1585566000,106
1,1585566000,101
1,1585566000,104
1,1585566000,106
1,1585566000,108
1,1585566000,103
1,1585566000,112
1,1585566000,106
1,1585566000,122
1,1585566000,98
1,1587297600,115
1,1587297600,92
1,1587297600,108
1,1587297600,102
1,1587297600,114
1,1587297600,103
1,1587297600,112
1,1587297600,114
1,1587297600,113
1,1587297600,118
1,1587297600,87
1,1587816000,102
1,1587816000,101
1,1587816000,95
1,1587816000,112
1,1587816000,112
1,1587816000,101
1,1587816000,109
1,1587816000,98
1,1587816000,110
1,1587816000,100
1,1587816000,111
1,1583578800,109
1,1583578800,107
1,1583578800,109
1,1583578800,109
1,1583578800,116
1,1583578800,97
1,1583578800,120
1,1583578800,93
1,1583578800,112
1,1583578800,112
1,1583578800,110
1,1583319600,107
1,1583319600,99
1,1583319600,96
1,1583319600,106
1,1583319600,111
1,1583319600,101
1,1583319600,100
1,1583319600,105
1,1583319600,108
1,1583319600,104
1,1583319600,105
1,1583751600,107
1,1583751600,103
1,1583751600,99
1,1583751600,99
1,1583751600,111
1,1583751600,112
1,1583751600,101
1,1583751600,104
1,1583751600,112
1,1583751600,104
1,1583751600,112
1,1583665200,110
1,1583665200,109
1,1583665200,99
1,1583665200,108
1,1583665200,102
1,1583665200,110
1,1583665200,106
1,1583665200,90
1,1583665200,107
1,1583665200,104
1,1583665200,101
1,1585825200,98
1,1585825200,103
1,1585825200,100
1,1585825200,112
1,1585825200,104
1,1585825200,119
1,1585825200,97
1,1585825200,110
1,1585825200,110
1,1585825200,112
1,1585825200,101
1,1583751600,97
1,1583751600,108
1,1583751600,103
1,1583751600,101
1,1583751600,103
1,1583751600,112
1,1583751600,108
1,1583751600,111
1,1583751600,94
1,1583751600,107
1,1583751600,103
1,1587902400,107
1,1587902400,101
1,1587902400,102
1,1587902400,113
1,1587902400,96
1,1587902400,107
1,1587902400,108
1,1587902400,111
1,1587902400,94
1,1587902400,106
1,1587902400,105
1,1587643200,99
1,1587643200,102
1,1587643200,110
1,1587643200,107
1,1587643200,101
1,1587643200,107
1,1587643200,102
1,1587643200,102
1,1587643200,103
1,1587643200,113
1,1587643200,93
1,1587816000,106
1,1587816000,116
1,1587816000,113
1,1587816000,98
1,1587816000,105
1,1587816000,100
1,1587816000,96
1,1587816000,113
1,1587816000,109
1,1587816000,106
1,1587816000,114
1,1585566000,101
1,1585566000,118
1,1585566000,102
1,1585566000,102
1,1585566000,111
1,1585566000,117
1,1585566000,97
1,1585566000,102
1,1585566000,98
1,1585566000,109
1,1585566000,114
1,1585047600,94
1,1585047600,110
1,1585047600,100
1,1585047600,106
1,1585047600,105
1,1585047600,107
1,1585047600,106
1,1585047600,109
1,1585047600,104
1,1585047600,93
1,1585047600,105
1,1583406000,104
1,1583406000,110
1,1583406000,111
1,1583406000,96
1,1583406000,107
1,1583406000,100
1,1583406000,113
1,1583406000,108
1,1583406000,113
1,1583406000,115
1,1583406000,98
1,1587816000,105
1,1587816000,109
1,1587816000,106
1,1587816000,117
1,1587816000,108
1,1587816000,104
1,1587816000,94
1,1587816000,98
1,1587816000,115
1,1587816000,104
1,1587816000,117
1,1583751600,106
1,1583751600,91
1,1583751600,102
1,1583751600,105
1,1583751600,112
1,1583751600,121
1,1583751600,117
1,1583751600,101
1,1583751600,99
1,1583751600,108
1,1583751600,107
1,1585652400,104
1,1585652400,87
1,1585652400,97
1,1585652400,103
1,1585652400,110
1,1585652400,109
1,1585652400,110
1,1585652400,106
1,1585652400,102
1,1585652400,116
1,1585652400,112
1,1583665200,108
1,1583665200,110
1,1583665200,110
1,1583665200,86
1,1583665200,111
1,1583665200,109
1,1583665200,91
1,1583665200,107
1,1583665200,107
1,1583665200,107
1,1583665200,117
1,1583665200,107
1,1583665200,96
1,1583665200,101
1,1583665200,108
1,1583665200,114
1,1583665200,95
1,1583665200,105
1,1583665200,105
1,1583665200,103
1,1583665200,111
1,1583665200,110
1,1586174400,101
1,1586174400,100
1,1586174400,98
1,1586174400,121
1,1586174400,100
1,1586174400,108
1,1586174400,96
1,1586174400,103
1,1586174400,115
1,1586174400,101
1,1586174400,110
1,1583578800,108
1,1583578800,95
1,1583578800,93
1,1583578800,106
1,1583578800,107
1,1583578800,101
1,1583578800,111
1,1583578800,115
1,1583578800,102
1,1583578800,112
1,1583578800,109
1,1585825200,107
1,1585825200,100
1,1585825200,99
1,1585825200,105
1,1585825200,100
1,1585825200,110
1,1585825200,99
1,1585825200,117
1,1585825200,106
1,1585825200,102
1,1585825200,114
1,1587384000,101
1,1587384000,110
1,1587384000,110
1,1587384000,103
1,1587384000,93
1,1587384000,113
1,1587384000,95
1,1587384000,106
1,1587384000,111
1,1587384000,103
1,1587384000,105
1,1583233200,111
1,1583233200,100
1,1583233200,115
1,1583233200,104
1,1583233200,99
1,1583233200,102
1,1583233200,113
1,1583233200,116
1,1583233200,100
1,1583233200,96
1,1583233200,100
1,1583751600,108
1,1583751600,93
1,1583751600,95
1,1583751600,103
1,1583751600,103
1,1583751600,101
1,1583751600,111
1,1583751600,108
1,1583751600,100
1,1583751600,110
1,1583751600,101
1,1583578800,92
1,1583578800,101
1,1583578800,107
1,1583578800,118
1,1583578800,112
1,1583578800,115
1,1583578800,107
1,1583578800,119
1,1583578800,110
1,1583578800,96
1,1583578800,120
1,1583665200,106
1,1583665200,118
1,1583665200,99
1,1583665200,112
1,1583665200,100
1,1583665200,113
1,1583665200,105
1,1583665200,101
1,1583665200,99
1,1583665200,101
1,1583665200,100
1,1583578800,103
1,1583578800,121
1,1583578800,100
1,1583578800,98
1,1583578800,108
1,1583578800,107
1,1583578800,112
1,1583578800,101
1,1583578800,107
1,1583578800,92
1,1583578800,103
1,1587816000,95
1,1587816000,112
1,1587816000,96
1,1587816000,104
1,1587816000,105
1,1587816000,104
1,1587816000,109
1,1587816000,103
1,1587816000,104
1,1587816000,101
1,1587816000,104
1,1585047600,88
1,1585047600,110
1,1585047600,108
1,1585047600,112
1,1585047600,105
1,1585047600,100
1,1585047600,113
1,1585047600,109
1,1585047600,103
1,1585047600,103
1,1585047600,92
1,1585566000,103
1,1585566000,95
1,1585566000,112
1,1585566000,101
1,1585566000,108
1,1585566000,106
1,1585566000,101
1,1585566000,109
1,1585566000,99
1,1585566000,105
1,1585566000,102
1,1585566000,101
1,1585566000,107
1,1585566000,108
1,1585566000,118
1,1585566000,104
1,1585566000,95
1,1585566000,109
1,1585566000,112
1,1585566000,119
1,1585566000,98
1,1585566000,107
1,1585652400,99
1,1585652400,106
1,1585652400,105
1,1585652400,102
1,1585652400,113
1,1585652400,100
1,1585652400,104
1,1585652400,108
1,1585652400,93
1,1585652400,101
1,1585652400,107
1,1587902400,104
1,1587902400,118
1,1587902400,114
1,1587902400,109
1,1587902400,97
1,1587902400,94
1,1587902400,109
1,1587902400,101
1,1587902400,102
1,1587902400,104
1,1587902400,115
1,1583319600,103
1,1583319600,96
1,1583319600,112
1,1583319600,108
1,1583319600,115
1,1583319600,100
1,1583319600,100
1,1583319600,106
1,1583319600,106
1,1583319600,114
1,1583319600,93
1,1583492400,102
1,1583492400,101
1,1583492400,106
1,1583492400,103
1,1583492400,106
1,1583492400,116
1,1583492400,106
1,1583492400,103
1,1583492400,99
1,1583492400,97
1,1583492400,113
1,1583751600,109
1,1583751600,94
1,1583751600,104
1,1583751600,86
1,1583751600,102
1,1583751600,102
1,1583751600,108
1,1583751600,111
1,1583751600,106
1,1583751600,105
1,1583751600,113
1,1583751600,108
1,1583751600,103
1,1583751600,108
1,1583751600,109
1,1583751600,84
1,1583751600,98
1,1583751600,105
1,1583751600,107
1,1583751600,118
1,1583751600,107
1,1583751600,120
1,1583751600,105
1,1583751600,108
1,1583751600,105
1,1583751600,100
1,1583751600,108
1,1583751600,105
1,1583751600,102
1,1583751600,97
1,1583751600,113
1,1583751600,102
1,1583751600,96
1,1587902400,106
1,1587902400,102
1,1587902400,103
1,1587902400,103
1,1587902400,115
1,1587902400,109
1,1587902400,96
1,1587902400,94
1,1587902400,113
1,1587902400,111
1,1587902400,112
1,1587729600,97
1,1587729600,116
1,1587729600,105
1,1587729600,109
1,1587729600,107
1,1587729600,96
1,1587729600,103
1,1587729600,109
1,1587729600,108
1,1587729600,104
1,1587729600,121
1,1587816000,107
1,1587816000,109
1,1587816000,94
1,1587816000,106
1,1587816000,103
1,1587816000,97
1,1587816000,108
1,1587816000,108
1,1587816000,112
1,1587816000,103
1,1587816000,104
1,1583751600,99
1,1583751600,99
1,1583751600,106
1,1583751600,110
1,1583751600,109
1,1583751600,108
1,1583751600,103
1,1583751600,107
1,1583751600,104
1,1583751600,107
1,1583751600,114
1,1585998000,93
1,1585998000,100
1,1585998000,101
1,1585998000,107
1,1585998000,104
1,1585998000,105
1,1585998000,100
1,1585998000,102
1,1585998000,106
1,1585998000,106
1,1585998000,88
1,1587556800,99
1,1587556800,107
1,1587556800,110
1,1587556800,102
1,1587556800,110
1,1587556800,109
1,1587556800,111
1,1587556800,98
1,1587556800,101
1,1587556800,109
1,1587556800,101
1,1585998000,125
1,1585998000,102
1,1585998000,99
1,1586088000,100
1,1586088000,99
1,1586088000,108
1,1586088000,103
1,1586088000,113
1,1586088000,105
1,1586088000,104
1,1586088000,118
1,1587556800,97
1,1587556800,118
1,1587556800,111
1,1587556800,109
1,1587556800,102
1,1587556800,107
1,1587556800,103
1,1587556800,106
1,1587556800,99
1,1587556800,107
1,1587556800,106
1,1583578800,101
1,1583578800,105
1,1583578800,107
1,1583578800,101
1,1583578800,99
1,1583578800,97
1,1583578800,117
1,1583578800,103
1,1583578800,115
1,1583578800,103
